"Name","Code","Beschreibung"
"f28a_4","1b","Zuzug / Umzug (innerhalb der Stadt)"
"f28a_4",2,"Drogensituation (Drogenszene verschwunden, Lettenschliessung, Drogendeal/-handel weg, Langstrasse Plus, bessere Situation im Kreis 5)"
"f28a_4",20,"Neubauten (Verdichtung, viel gebaut, Abriss und Neubau)"
"f28a_4",21,"Renovationen (Sanierungen, Modernisierung, Umbau, Siedlung, Haus/Häuser, Wohnung)"
"f28a_4",22,"Mehr Wohnraum entstanden (mehr und neue Wohnungen, besseres Wohnangebot)"
"f28a_4",23,"Bauliche Veränderung/Bautätigkeit abgeschlossen (Escher-Wyss, Schaffhauserplatz, Nordbrücke etc., weniger Baustellen)"
"f28a_4",3,"Verkehrsberuhigung (Tempo-30, Geschwindigkeitsreduktionen, Strassenführung, Weststrasse, Einbahnstrasse)"
"f28a_4",30,"Lebendiger / belebter (mehr Leben, mehr Leute allgemein)"
"f28a_4",31,"Multikulturell (verschiedene Kulturen, Vermischung Kulturen, viele Ausländer, gut integriert/offen)"
"f28a_4",32,"Neue Leute/Veränderung Bewohnerschaft (neue Leute, Zuzug, neue Mieter, bessere Durchmischung, neue, bessere Nachbarn)"
"f28a_4",33,"Mehr junge Leute (Generationenwechsel)"
"f28a_4",34,"Mehr Familien / Mehr Kinder (kinder-/familienfreundlicher)"
"f28a_4",35,"Nachbarschaft/Beziehungen/Kontakte (nette, gute Leute, Besser kennengelernt, guter Kontakt, gute Beziehungen, man kennt sich, Kontakte verbessert, kein Nachbarschaftsstreit mehr, besser im Quartier integriert, besserer Vermieter)"
"f28a_4",36,"Ungültiger Wert"
"f28a_4",39,"Anderes positives (mehr Trottoirs, neue Parkplätze, mehr für Velos/Fussgänger, Autobahnanschluss)"
"f28a_4",4,"Gepflegter (sauberer, mehr Ordnung, aufgeräumter)"
"f28a_4",40,"Ausdehnung des Zoos"
"f28a_4",41,"Anstieg Mietzins/ zu teuer"
"f28a_4",5,"Ruhiger (weniger Lärm)"
"f28a_4",50,"Verschlechterung allgemein und betreffend Lage/Umgebung (Aussicht, Bäume gefällt, Renovation notwendig, Mobilfunkantennen, unruhiger, weniger kinderfreundlich, zu wenig grün (neu 57), dunkel)"
"f28a_4","50a","Zu wenig grün / Grünflächen / Bäume"
"f28a_4",51,"Drogenszene/Milieu (Alkohol)"
"f28a_4",52,"Kriminalität (Einbrüche, Gewalt)"
"f28a_4",53,"Abfall/Dreck (ungepflegt, Graffiti, Vandalismus, weniger sauber, weniger Ordnung)"
"f28a_4",54,"Verkehrsaufkommen (Durchgangsverkehr, Autobahnanbindung, Schwerverkehr, Geschwindigkeit, mehr Verkehr, Stau)"
"f28a_4",55,"Unsicherheit (Zuwenig Polizei Kontrolle)"
"f28a_4",56,"Parkplatz-Probleme"
"f28a_4",57,"Zu wenig grün / Grünflächen / Bäume"
"f28a_4",58,"Umweltverschmutzung"
"f28a_4",6,"Sicherheit (mehr Kontrolle, Polizei macht mehr Kontrollen, weniger Kriminalität)"
"f28a_4",60,"Lärm allgemein (lärmiger, Lärm)"
"f28a_4",61,"Bau- und Baustellenlärm"
"f28a_4",62,"Verkehrslärm, Fluglärm (Flugzeuge)"
"f28a_4",63,"Lärm durch Bewohnerschaft (Kinder <Kinderhort, Schule, Spielplatz>, Nachbarschaft, Mieterschaft, Leute)"
"f28a_4",64,"Lärm durch Veranstaltungen (Restaurants, Sportveranstaltungen, Nacht, viele Partygänger)"
"f28a_4",65,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_4",67,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_4",68,"ÖV (Anschluss schlechter, überfüllt)"
"f28a_4",7,"Prostitution hat abgenommen"
"f28a_4",70,"Neubauten / Überbauungen"
"f28a_4",71,"Baustellen"
"f28a_4",72,"Strassenbau"
"f28a_4",73,"Renovationen (Mietverteuerung)"
"f28a_4",74,"Verdichtung/dichtes Bauen"
"f28a_4",8,"Weniger Verkehr (Westumfahrung, neue Autobahnumfahrung, Üetlibergtunnel, Neue Verkehrsführung, flankierende Massnahmen, bessere Verkehrslage)"
"f28a_4",80,"Anonymer / ausgestorbener (Isolierung, kennt sich nicht mehr, leere Wohnungen, Zweitwohnsitze, weniger Leben, weniger Kontakt)"
"f28a_4",81,"Nachbarschafts- und Mieterschaftskonflikte"
"f28a_4",82,"Veränderung Bewohnerschaft (andere, mehr Leute, zu dicht, Mieterwechsel, Fluktuation, Generationenwechsel, Gentrifizierung)"
"f28a_4",83,"Zu hoher Ausländeranteil (zu viele)"
"f28a_4",84,"Ausländeranteil gestiegen (mehr, viele, Ausländer, soziale Durchmischung nimmt ab)"
"f28a_4",85,"Nicht-integrierte Ausländer (halten sich nicht an Regeln, nicht-integriert, Ordnung im Haus)"
"f28a_4",86,"Jungendliche / Jugendliche Gruppierungen (Jugendliche und Alkohol)"
"f28a_4",87,"Respektloser / Mangelnder Respekt"
"f28a_4",88,"Mehr Kiffer, Gesindel, Betrunkene, Randalierer"
"f28a_4",9,"Neue Strassen/Strassensanierung"
"f28a_4",95,"Anderes negatives (negative Nennungen zu ÖV, mehr Restaurants, zu wenig Infrastruktur, Verkehrsberuhigung, Lichtverschmutzung, Umweltverschmutzung)"
"f28a_4",99,"kein Grund / keine Gründe"
"f28a_5",0,"Keine Angabe"
"f28a_5",1,"Verbesserungen allgemein und betreffend Lage/Umgebung (in allen Bereichen, heller, Lage, Aussicht, Natur, Wald, Hof, schöner, wird immer besser, freundlicher, Aufwertung, mehr Lebensqualität, moderner, Aufbruchstimmung)"
"f28a_5",10,"Angebotserweiterung (Restaurants, Beizen, Ausgehmöglichkeiten, Quartiertreff, Soziokulturelles Angebot, Infrastruktur besser, Freizeitmöglichkeiten wie Freibad/Sportanlagen)"
"f28a_5",11,"Einkaufsmöglichkeiten (Geschäfte, mehr/neue Geschäfte, bessere Öffnungszeiten)"
"f28a_5",12,"Grünanlagen/Park (Gartenanlage, Grünflächen, Pärke, Bäckeranlage, Garten, grüner, Bach, mehr Bäume gepflanzt)"
"f28a_5",13,"Spielplatz/Schulanlagen (Kindergarten / Angebote für Kinder / Schulanlagen)"
"f28a_5",14,"ÖV (Anbindung öffentlicher Verkehr, Nähe zu Haltestellen)"
"f28a_5","1a","Umzug in schönere / passendere / günstigere Wohnung"
"f28a_5","1b","Zuzug / Umzug (innerhalb der Stadt)"
"f28a_5",2,"Drogensituation (Drogenszene verschwunden, Lettenschliessung, Drogendeal/-handel weg, Langstrasse Plus, bessere Situation im Kreis 5)"
"f28a_5",20,"Neubauten (Verdichtung, viel gebaut, Abriss und Neubau)"
"f28a_5",21,"Renovationen (Sanierungen, Modernisierung, Umbau, Siedlung, Haus/Häuser, Wohnung)"
"f28a_5",22,"Mehr Wohnraum entstanden (mehr und neue Wohnungen, besseres Wohnangebot)"
"f28a_5",23,"Bauliche Veränderung/Bautätigkeit abgeschlossen (Escher-Wyss, Schaffhauserplatz, Nordbrücke etc., weniger Baustellen)"
"f28a_5",3,"Verkehrsberuhigung (Tempo-30, Geschwindigkeitsreduktionen, Strassenführung, Weststrasse, Einbahnstrasse)"
"f28a_5",30,"Lebendiger / belebter (mehr Leben, mehr Leute allgemein)"
"f28a_5",31,"Multikulturell (verschiedene Kulturen, Vermischung Kulturen, viele Ausländer, gut integriert/offen)"
"f28a_5",32,"Neue Leute/Veränderung Bewohnerschaft (neue Leute, Zuzug, neue Mieter, bessere Durchmischung, neue, bessere Nachbarn)"
"f28a_5",33,"Mehr junge Leute (Generationenwechsel)"
"f28a_5",34,"Mehr Familien / Mehr Kinder (kinder-/familienfreundlicher)"
"f28a_5",35,"Nachbarschaft/Beziehungen/Kontakte (nette, gute Leute, Besser kennengelernt, guter Kontakt, gute Beziehungen, man kennt sich, Kontakte verbessert, kein Nachbarschaftsstreit mehr, besser im Quartier integriert, besserer Vermieter)"
"f28a_5",36,"Ungültiger Wert"
"f28a_5",39,"Anderes positives (mehr Trottoirs, neue Parkplätze, mehr für Velos/Fussgänger, Autobahnanschluss)"
"f28a_5",4,"Gepflegter (sauberer, mehr Ordnung, aufgeräumter)"
"f28a_5",40,"Ausdehnung des Zoos"
"f28a_5",41,"Anstieg Mietzins/ zu teuer"
"f28a_5",5,"Ruhiger (weniger Lärm)"
"f28a_5",50,"Verschlechterung allgemein und betreffend Lage/Umgebung (Aussicht, Bäume gefällt, Renovation notwendig, Mobilfunkantennen, unruhiger, weniger kinderfreundlich, zu wenig grün (neu 57), dunkel)"
"f28a_5","50a","Zu wenig grün / Grünflächen / Bäume"
"f28a_5",51,"Drogenszene/Milieu (Alkohol)"
"f28a_5",52,"Kriminalität (Einbrüche, Gewalt)"
"f28a_5",53,"Abfall/Dreck (ungepflegt, Graffiti, Vandalismus, weniger sauber, weniger Ordnung)"
"f28a_5",54,"Verkehrsaufkommen (Durchgangsverkehr, Autobahnanbindung, Schwerverkehr, Geschwindigkeit, mehr Verkehr, Stau)"
"f28a_5",55,"Unsicherheit (Zuwenig Polizei Kontrolle)"
"f28a_5",56,"Parkplatz-Probleme"
"f28a_5",57,"Zu wenig grün / Grünflächen / Bäume"
"f28a_5",58,"Umweltverschmutzung"
"f28a_5",6,"Sicherheit (mehr Kontrolle, Polizei macht mehr Kontrollen, weniger Kriminalität)"
"f28a_5",60,"Lärm allgemein (lärmiger, Lärm)"
"f28a_5",61,"Bau- und Baustellenlärm"
"f28a_5",62,"Verkehrslärm, Fluglärm (Flugzeuge)"
"f28a_5",63,"Lärm durch Bewohnerschaft (Kinder <Kinderhort, Schule, Spielplatz>, Nachbarschaft, Mieterschaft, Leute)"
"f28a_5",64,"Lärm durch Veranstaltungen (Restaurants, Sportveranstaltungen, Nacht, viele Partygänger)"
"f28a_5",65,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_5",67,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_5",68,"ÖV (Anschluss schlechter, überfüllt)"
"f28a_5",7,"Prostitution hat abgenommen"
"f28a_5",70,"Neubauten / Überbauungen"
"f28a_5",71,"Baustellen"
"f28a_5",72,"Strassenbau"
"f28a_5",73,"Renovationen (Mietverteuerung)"
"f28a_5",74,"Verdichtung/dichtes Bauen"
"f28a_5",8,"Weniger Verkehr (Westumfahrung, neue Autobahnumfahrung, Üetlibergtunnel, Neue Verkehrsführung, flankierende Massnahmen, bessere Verkehrslage)"
"f28a_5",80,"Anonymer / ausgestorbener (Isolierung, kennt sich nicht mehr, leere Wohnungen, Zweitwohnsitze, weniger Leben, weniger Kontakt)"
"f28a_5",81,"Nachbarschafts- und Mieterschaftskonflikte"
"f28a_5",82,"Veränderung Bewohnerschaft (andere, mehr Leute, zu dicht, Mieterwechsel, Fluktuation, Generationenwechsel, Gentrifizierung)"
"f28a_5",83,"Zu hoher Ausländeranteil (zu viele)"
"f28a_5",84,"Ausländeranteil gestiegen (mehr, viele, Ausländer, soziale Durchmischung nimmt ab)"
"f28a_5",85,"Nicht-integrierte Ausländer (halten sich nicht an Regeln, nicht-integriert, Ordnung im Haus)"
"f28a_5",86,"Jungendliche / Jugendliche Gruppierungen (Jugendliche und Alkohol)"
"f28a_5",87,"Respektloser / Mangelnder Respekt"
"f28a_5",88,"Mehr Kiffer, Gesindel, Betrunkene, Randalierer"
"f28a_5",9,"Neue Strassen/Strassensanierung"
"f28a_5",95,"Anderes negatives (negative Nennungen zu ÖV, mehr Restaurants, zu wenig Infrastruktur, Verkehrsberuhigung, Lichtverschmutzung, Umweltverschmutzung)"
"f28a_5",99,"kein Grund / keine Gründe"
"f28a_6",0,"Keine Angabe"
"f28a_6",1,"Verbesserungen allgemein und betreffend Lage/Umgebung (in allen Bereichen, heller, Lage, Aussicht, Natur, Wald, Hof, schöner, wird immer besser, freundlicher, Aufwertung, mehr Lebensqualität, moderner, Aufbruchstimmung)"
"f28a_6",10,"Angebotserweiterung (Restaurants, Beizen, Ausgehmöglichkeiten, Quartiertreff, Soziokulturelles Angebot, Infrastruktur besser, Freizeitmöglichkeiten wie Freibad/Sportanlagen)"
"f28a_6",11,"Einkaufsmöglichkeiten (Geschäfte, mehr/neue Geschäfte, bessere Öffnungszeiten)"
"f28a_6",12,"Grünanlagen/Park (Gartenanlage, Grünflächen, Pärke, Bäckeranlage, Garten, grüner, Bach, mehr Bäume gepflanzt)"
"f28a_6",13,"Spielplatz/Schulanlagen (Kindergarten / Angebote für Kinder / Schulanlagen)"
"f28a_6",14,"ÖV (Anbindung öffentlicher Verkehr, Nähe zu Haltestellen)"
"f28a_6","1a","Umzug in schönere / passendere / günstigere Wohnung"
"f28a_6","1b","Zuzug / Umzug (innerhalb der Stadt)"
"f28a_6",2,"Drogensituation (Drogenszene verschwunden, Lettenschliessung, Drogendeal/-handel weg, Langstrasse Plus, bessere Situation im Kreis 5)"
"f28a_6",20,"Neubauten (Verdichtung, viel gebaut, Abriss und Neubau)"
"f28a_6",21,"Renovationen (Sanierungen, Modernisierung, Umbau, Siedlung, Haus/Häuser, Wohnung)"
"f28a_6",22,"Mehr Wohnraum entstanden (mehr und neue Wohnungen, besseres Wohnangebot)"
"f28a_6",23,"Bauliche Veränderung/Bautätigkeit abgeschlossen (Escher-Wyss, Schaffhauserplatz, Nordbrücke etc., weniger Baustellen)"
"f28a_6",3,"Verkehrsberuhigung (Tempo-30, Geschwindigkeitsreduktionen, Strassenführung, Weststrasse, Einbahnstrasse)"
"f28a_6",30,"Lebendiger / belebter (mehr Leben, mehr Leute allgemein)"
"f28a_6",31,"Multikulturell (verschiedene Kulturen, Vermischung Kulturen, viele Ausländer, gut integriert/offen)"
"f28a_6",32,"Neue Leute/Veränderung Bewohnerschaft (neue Leute, Zuzug, neue Mieter, bessere Durchmischung, neue, bessere Nachbarn)"
"f28a_6",33,"Mehr junge Leute (Generationenwechsel)"
"f28a_6",34,"Mehr Familien / Mehr Kinder (kinder-/familienfreundlicher)"
"f28a_6",35,"Nachbarschaft/Beziehungen/Kontakte (nette, gute Leute, Besser kennengelernt, guter Kontakt, gute Beziehungen, man kennt sich, Kontakte verbessert, kein Nachbarschaftsstreit mehr, besser im Quartier integriert, besserer Vermieter)"
"f28a_6",36,"Ungültiger Wert"
"f28a_6",39,"Anderes positives (mehr Trottoirs, neue Parkplätze, mehr für Velos/Fussgänger, Autobahnanschluss)"
"f28a_6",4,"Gepflegter (sauberer, mehr Ordnung, aufgeräumter)"
"f28a_6",40,"Ausdehnung des Zoos"
"f28a_6",41,"Anstieg Mietzins/ zu teuer"
"f28a_6",5,"Ruhiger (weniger Lärm)"
"f28a_6",50,"Verschlechterung allgemein und betreffend Lage/Umgebung (Aussicht, Bäume gefällt, Renovation notwendig, Mobilfunkantennen, unruhiger, weniger kinderfreundlich, zu wenig grün (neu 57), dunkel)"
"f28a_6","50a","Zu wenig grün / Grünflächen / Bäume"
"f28a_6",51,"Drogenszene/Milieu (Alkohol)"
"f28a_6",52,"Kriminalität (Einbrüche, Gewalt)"
"f28a_6",53,"Abfall/Dreck (ungepflegt, Graffiti, Vandalismus, weniger sauber, weniger Ordnung)"
"f28a_6",54,"Verkehrsaufkommen (Durchgangsverkehr, Autobahnanbindung, Schwerverkehr, Geschwindigkeit, mehr Verkehr, Stau)"
"f28a_6",55,"Unsicherheit (Zuwenig Polizei Kontrolle)"
"f28a_6",56,"Parkplatz-Probleme"
"f28a_6",57,"Zu wenig grün / Grünflächen / Bäume"
"f28a_6",58,"Umweltverschmutzung"
"f28a_6",6,"Sicherheit (mehr Kontrolle, Polizei macht mehr Kontrollen, weniger Kriminalität)"
"f28a_6",60,"Lärm allgemein (lärmiger, Lärm)"
"f28a_6",61,"Bau- und Baustellenlärm"
"f28a_6",62,"Verkehrslärm, Fluglärm (Flugzeuge)"
"f28a_6",63,"Lärm durch Bewohnerschaft (Kinder <Kinderhort, Schule, Spielplatz>, Nachbarschaft, Mieterschaft, Leute)"
"f28a_6",64,"Lärm durch Veranstaltungen (Restaurants, Sportveranstaltungen, Nacht, viele Partygänger)"
"f28a_6",65,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_6",67,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_6",68,"ÖV (Anschluss schlechter, überfüllt)"
"f28a_6",7,"Prostitution hat abgenommen"
"f28a_6",70,"Neubauten / Überbauungen"
"f28a_6",71,"Baustellen"
"f28a_6",72,"Strassenbau"
"f28a_6",73,"Renovationen (Mietverteuerung)"
"f28a_6",74,"Verdichtung/dichtes Bauen"
"f28a_6",8,"Weniger Verkehr (Westumfahrung, neue Autobahnumfahrung, Üetlibergtunnel, Neue Verkehrsführung, flankierende Massnahmen, bessere Verkehrslage)"
"f28a_6",80,"Anonymer / ausgestorbener (Isolierung, kennt sich nicht mehr, leere Wohnungen, Zweitwohnsitze, weniger Leben, weniger Kontakt)"
"f28a_6",81,"Nachbarschafts- und Mieterschaftskonflikte"
"f28a_6",82,"Veränderung Bewohnerschaft (andere, mehr Leute, zu dicht, Mieterwechsel, Fluktuation, Generationenwechsel, Gentrifizierung)"
"f28a_6",83,"Zu hoher Ausländeranteil (zu viele)"
"f28a_6",84,"Ausländeranteil gestiegen (mehr, viele, Ausländer, soziale Durchmischung nimmt ab)"
"f28a_6",85,"Nicht-integrierte Ausländer (halten sich nicht an Regeln, nicht-integriert, Ordnung im Haus)"
"f28a_6",86,"Jungendliche / Jugendliche Gruppierungen (Jugendliche und Alkohol)"
"f28a_6",87,"Respektloser / Mangelnder Respekt"
"f28a_6",88,"Mehr Kiffer, Gesindel, Betrunkene, Randalierer"
"f28a_6",9,"Neue Strassen/Strassensanierung"
"f28a_6",95,"Anderes negatives (negative Nennungen zu ÖV, mehr Restaurants, zu wenig Infrastruktur, Verkehrsberuhigung, Lichtverschmutzung, Umweltverschmutzung)"
"f28a_6",99,"kein Grund / keine Gründe"
"f28b_1",0,"Keine Angabe"
"f28b_1",1,"Verbesserungen allgemein und betreffend Lage/Umgebung (in allen Bereichen, heller, Lage, Aussicht, Natur, Wald, Hof, schöner, wird immer besser, freundlicher, Aufwertung, mehr Lebensqualität, moderner, Aufbruchstimmung)"
"f28b_1",10,"Angebotserweiterung (Restaurants, Beizen, Ausgehmöglichkeiten, Quartiertreff, Soziokulturelles Angebot, Infrastruktur besser, Freizeitmöglichkeiten wie Freibad/Sportanlagen)"
"f28b_1",11,"Einkaufsmöglichkeiten (Geschäfte, mehr/neue Geschäfte, bessere Öffnungszeiten)"
"f28b_1",12,"Grünanlagen/Park (Gartenanlage, Grünflächen, Pärke, Bäckeranlage, Garten, grüner, Bach, mehr Bäume gepflanzt)"
"f28b_1",13,"Spielplatz/Schulanlagen (Kindergarten / Angebote für Kinder / Schulanlagen)"
"f28b_1",14,"ÖV (Anbindung öffentlicher Verkehr, Nähe zu Haltestellen)"
"f28b_1","1a","Umzug in schönere / passendere / günstigere Wohnung"
"f28b_1","1b","Zuzug / Umzug (innerhalb der Stadt)"
"f28b_1",2,"Drogensituation (Drogenszene verschwunden, Lettenschliessung, Drogendeal/-handel weg, Langstrasse Plus, bessere Situation im Kreis 5)"
"f28b_1",20,"Neubauten (Verdichtung, viel gebaut, Abriss und Neubau)"
"f28b_1",21,"Renovationen (Sanierungen, Modernisierung, Umbau, Siedlung, Haus/Häuser, Wohnung)"
"f28b_1",22,"Mehr Wohnraum entstanden (mehr und neue Wohnungen, besseres Wohnangebot)"
"f28b_1",23,"Bauliche Veränderung/Bautätigkeit abgeschlossen (Escher-Wyss, Schaffhauserplatz, Nordbrücke etc., weniger Baustellen)"
"f28b_1",3,"Verkehrsberuhigung (Tempo-30, Geschwindigkeitsreduktionen, Strassenführung, Weststrasse, Einbahnstrasse)"
"f28b_1",30,"Lebendiger / belebter (mehr Leben, mehr Leute allgemein)"
"f28b_1",31,"Multikulturell (verschiedene Kulturen, Vermischung Kulturen, viele Ausländer, gut integriert/offen)"
"f28b_1",32,"Neue Leute/Veränderung Bewohnerschaft (neue Leute, Zuzug, neue Mieter, bessere Durchmischung, neue, bessere Nachbarn)"
"f28b_1",33,"Mehr junge Leute (Generationenwechsel)"
"f28b_1",34,"Mehr Familien / Mehr Kinder (kinder-/familienfreundlicher)"
"f28b_1",35,"Nachbarschaft/Beziehungen/Kontakte (nette, gute Leute, Besser kennengelernt, guter Kontakt, gute Beziehungen, man kennt sich, Kontakte verbessert, kein Nachbarschaftsstreit mehr, besser im Quartier integriert, besserer Vermieter)"
"f28b_1",36,"Ungültiger Wert"
"f28b_1",39,"Anderes positives (mehr Trottoirs, neue Parkplätze, mehr für Velos/Fussgänger, Autobahnanschluss)"
"f28b_1",4,"Gepflegter (sauberer, mehr Ordnung, aufgeräumter)"
"f28b_1",40,"Ausdehnung des Zoos"
"f28b_1",41,"Anstieg Mietzins/ zu teuer"
"f28b_1",5,"Ruhiger (weniger Lärm)"
"f28b_1",50,"Verschlechterung allgemein und betreffend Lage/Umgebung (Aussicht, Bäume gefällt, Renovation notwendig, Mobilfunkantennen, unruhiger, weniger kinderfreundlich, zu wenig grün (neu 57), dunkel)"
"f28b_1","50a","Zu wenig grün / Grünflächen / Bäume"
"f28b_1",51,"Drogenszene/Milieu (Alkohol)"
"f28b_1",52,"Kriminalität (Einbrüche, Gewalt)"
"f28b_1",53,"Abfall/Dreck (ungepflegt, Graffiti, Vandalismus, weniger sauber, weniger Ordnung)"
"f28b_1",54,"Verkehrsaufkommen (Durchgangsverkehr, Autobahnanbindung, Schwerverkehr, Geschwindigkeit, mehr Verkehr, Stau)"
"f28b_1",55,"Unsicherheit (Zuwenig Polizei Kontrolle)"
"f28b_1",56,"Parkplatz-Probleme"
"f28b_1",57,"Zu wenig grün / Grünflächen / Bäume"
"f28b_1",58,"Umweltverschmutzung"
"f28b_1",6,"Sicherheit (mehr Kontrolle, Polizei macht mehr Kontrollen, weniger Kriminalität)"
"f28b_1",60,"Lärm allgemein (lärmiger, Lärm)"
"f28b_1",61,"Bau- und Baustellenlärm"
"f28b_1",62,"Verkehrslärm, Fluglärm (Flugzeuge)"
"f28b_1",63,"Lärm durch Bewohnerschaft (Kinder <Kinderhort, Schule, Spielplatz>, Nachbarschaft, Mieterschaft, Leute)"
"f28b_1",64,"Lärm durch Veranstaltungen (Restaurants, Sportveranstaltungen, Nacht, viele Partygänger)"
"f28b_1",65,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28b_1",67,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28b_1",68,"ÖV (Anschluss schlechter, überfüllt)"
"f28b_1",7,"Prostitution hat abgenommen"
"f28b_1",70,"Neubauten / Überbauungen"
"f28b_1",71,"Baustellen"
"f28b_1",72,"Strassenbau"
"f28b_1",73,"Renovationen (Mietverteuerung)"
"f28b_1",74,"Verdichtung/dichtes Bauen"
"f28b_1",8,"Weniger Verkehr (Westumfahrung, neue Autobahnumfahrung, Üetlibergtunnel, Neue Verkehrsführung, flankierende Massnahmen, bessere Verkehrslage)"
"f28b_1",80,"Anonymer / ausgestorbener (Isolierung, kennt sich nicht mehr, leere Wohnungen, Zweitwohnsitze, weniger Leben, weniger Kontakt)"
"f28b_1",81,"Nachbarschafts- und Mieterschaftskonflikte"
"f28b_1",82,"Veränderung Bewohnerschaft (andere, mehr Leute, zu dicht, Mieterwechsel, Fluktuation, Generationenwechsel, Gentrifizierung)"
"f28b_1",83,"Zu hoher Ausländeranteil (zu viele)"
"f28b_1",84,"Ausländeranteil gestiegen (mehr, viele, Ausländer, soziale Durchmischung nimmt ab)"
"f28b_1",85,"Nicht-integrierte Ausländer (halten sich nicht an Regeln, nicht-integriert, Ordnung im Haus)"
"f28b_1",86,"Jungendliche / Jugendliche Gruppierungen (Jugendliche und Alkohol)"
"f28b_1",87,"Respektloser / Mangelnder Respekt"
"f28b_1",88,"Mehr Kiffer, Gesindel, Betrunkene, Randalierer"
"f28b_1",9,"Neue Strassen/Strassensanierung"
"f28b_1",95,"Anderes negatives (negative Nennungen zu ÖV, mehr Restaurants, zu wenig Infrastruktur, Verkehrsberuhigung, Lichtverschmutzung, Umweltverschmutzung)"
"f28b_1",99,"kein Grund / keine Gründe"
"f28b_2",0,"Keine Angabe"
"f28b_2",1,"Verbesserungen allgemein und betreffend Lage/Umgebung (in allen Bereichen, heller, Lage, Aussicht, Natur, Wald, Hof, schöner, wird immer besser, freundlicher, Aufwertung, mehr Lebensqualität, moderner, Aufbruchstimmung)"
"f28b_2",10,"Angebotserweiterung (Restaurants, Beizen, Ausgehmöglichkeiten, Quartiertreff, Soziokulturelles Angebot, Infrastruktur besser, Freizeitmöglichkeiten wie Freibad/Sportanlagen)"
"f28b_2",11,"Einkaufsmöglichkeiten (Geschäfte, mehr/neue Geschäfte, bessere Öffnungszeiten)"
"f28b_2",12,"Grünanlagen/Park (Gartenanlage, Grünflächen, Pärke, Bäckeranlage, Garten, grüner, Bach, mehr Bäume gepflanzt)"
"f28b_2",13,"Spielplatz/Schulanlagen (Kindergarten / Angebote für Kinder / Schulanlagen)"
"f28b_2",14,"ÖV (Anbindung öffentlicher Verkehr, Nähe zu Haltestellen)"
"f28b_2","1a","Umzug in schönere / passendere / günstigere Wohnung"
"f28b_2","1b","Zuzug / Umzug (innerhalb der Stadt)"
"f28b_2",2,"Drogensituation (Drogenszene verschwunden, Lettenschliessung, Drogendeal/-handel weg, Langstrasse Plus, bessere Situation im Kreis 5)"
"f28b_2",20,"Neubauten (Verdichtung, viel gebaut, Abriss und Neubau)"
"f28b_2",21,"Renovationen (Sanierungen, Modernisierung, Umbau, Siedlung, Haus/Häuser, Wohnung)"
"f28b_2",22,"Mehr Wohnraum entstanden (mehr und neue Wohnungen, besseres Wohnangebot)"
"f28b_2",23,"Bauliche Veränderung/Bautätigkeit abgeschlossen (Escher-Wyss, Schaffhauserplatz, Nordbrücke etc., weniger Baustellen)"
"f28b_2",3,"Verkehrsberuhigung (Tempo-30, Geschwindigkeitsreduktionen, Strassenführung, Weststrasse, Einbahnstrasse)"
"f28b_2",30,"Lebendiger / belebter (mehr Leben, mehr Leute allgemein)"
"f28b_2",31,"Multikulturell (verschiedene Kulturen, Vermischung Kulturen, viele Ausländer, gut integriert/offen)"
"f28b_2",32,"Neue Leute/Veränderung Bewohnerschaft (neue Leute, Zuzug, neue Mieter, bessere Durchmischung, neue, bessere Nachbarn)"
"f28b_2",33,"Mehr junge Leute (Generationenwechsel)"
"f28b_2",34,"Mehr Familien / Mehr Kinder (kinder-/familienfreundlicher)"
"f28b_2",35,"Nachbarschaft/Beziehungen/Kontakte (nette, gute Leute, Besser kennengelernt, guter Kontakt, gute Beziehungen, man kennt sich, Kontakte verbessert, kein Nachbarschaftsstreit mehr, besser im Quartier integriert, besserer Vermieter)"
"f28b_2",36,"Ungültiger Wert"
"f28b_2",39,"Anderes positives (mehr Trottoirs, neue Parkplätze, mehr für Velos/Fussgänger, Autobahnanschluss)"
"f28b_2",4,"Gepflegter (sauberer, mehr Ordnung, aufgeräumter)"
"f28b_2",40,"Ausdehnung des Zoos"
"f28b_2",41,"Anstieg Mietzins/ zu teuer"
